Mean,Median,Mode,STD,Variance,Quantile1,Quantile2,target
134.38628472222223,132.5,178.0,56.83928291880967,3230.704082724489,88.0,182.25,0
168.15277777777777,165.0,255.0,52.65980235388866,2773.054783950617,140.0,205.25,0
165.796875,171.0,254.0,59.365265786493715,3524.2347819010415,145.0,198.0,0
138.52517361111111,144.0,157.0,46.875011758936274,2197.2667274004143,112.75,167.0,0
158.55902777777777,146.5,255.0,79.25337349391441,6281.097210165895,86.0,246.0,0
103.99392361111111,106.0,77.0,45.57776243252049,2077.332428355276,72.0,142.0,0
19.486979166666668,10.0,0.0,21.208370266165858,449.7949693467881,3.0,33.0,0
99.16493055555556,110.0,23.0,49.701266115335535,2470.2158534674,54.0,137.0,0
86.05121527777777,76.0,74.0,37.66638986691495,1418.7569256064332,68.0,95.25,0
139.40451388888889,130.0,246.0,61.699593521642576,3806.839840735918,93.0,166.0,0
119.46961805555556,134.5,9.0,66.35084657203961,4402.43484082634,77.0,173.0,0
148.265625,168.0,0.0,87.76304073104677,7702.351318359375,69.0,231.0,0
74.22222222222223,75.0,44.0,25.457363441547944,648.0773533950618,54.0,87.0,0
121.6015625,136.5,0.0,60.8485719868295,3702.5487128363716,76.75,166.0,0
83.08072916666667,96.0,2.0,75.31988202748981,5673.084628634982,3.0,144.0,0
208.89409722222223,239.0,247.0,70.4444538361135,4962.421076268325,215.0,247.0,0
107.29253472222223,128.0,1.0,56.40839131668527,3181.9066109362943,75.0,148.0,0
145.34288194444446,171.0,177.0,44.84610608049806,2011.1732305832852,115.0,178.0,0
139.26649305555554,146.0,0.0,56.643539908764396,3208.4906133957847,103.0,181.0,0
113.95225694444444,111.0,91.0,41.71818038658102,1740.406574767313,85.0,147.25,0
117.2265625,112.5,64.0,49.26349810785347,2426.8922458224824,71.0,161.0,0
103.97829861111111,100.0,146.0,36.27004303974943,1315.516022105276,78.0,141.0,0
159.88541666666666,146.0,255.0,60.82140918380769,3699.2438151041665,115.0,216.0,0
154.25,143.0,254.0,59.18839096478295,3503.265625,116.0,172.0,0
171.08420138888889,175.0,255.0,57.56853428126146,3314.136139292776,134.0,209.0,0
121.23611111111111,116.0,100.0,33.16493632653635,1099.9130015432102,98.0,145.0,0
106.46180555555556,109.0,123.0,45.66197435827239,2085.015902295525,77.0,127.0,0
165.09288194444446,166.0,245.0,71.36740486462334,5093.306477111062,115.0,236.0,0
91.90190972222223,89.0,0.0,66.31256162814323,4397.355829686294,44.75,141.0,0
37.23350694444444,30.0,0.0,31.76476289864126,1009.0001620068963,12.0,56.0,0
126.83159722222223,154.0,187.0,72.09393786314871,5197.535876615548,46.0,187.0,0
98.0546875,78.0,255.0,71.50337231440835,5112.732252332899,47.0,121.0,0
141.63368055555554,157.0,0.0,66.48726782089066,4420.556782286843,119.0,185.0,0
116.47743055555556,110.0,17.0,53.72582962037864,2886.4647683979547,83.0,149.25,0
77.19097222222223,77.0,74.0,24.37371766767788,594.0781129436729,60.0,93.0,0
150.53559027777777,173.0,213.0,70.54248215712063,4976.2417888876835,71.0,218.0,0
159.51996527777777,160.0,236.0,58.01123529827758,3365.3034208321274,109.0,214.0,0
95.578125,68.0,1.0,82.55120974169735,6814.702229817708,17.0,178.0,0
143.78125,150.0,145.0,39.24436967534678,1540.1205512152778,114.0,177.0,0
87.20746527777777,85.0,2.0,49.13017197645755,2413.773798436295,58.0,118.0,0
137.76649305555554,123.0,255.0,90.10605338406151,8119.100856451342,61.0,244.0,0
164.1171875,158.0,254.0,57.16956063258819,3268.3586629231772,120.0,189.5,0
102.15364583333333,91.0,87.0,53.75033756909097,2889.0987887912324,66.75,139.0,0
80.09895833333333,73.0,5.0,67.73831848061774,4588.479790581598,12.0,140.0,0
108.70833333333333,104.0,31.0,56.17122570517954,3155.206597222222,71.0,138.25,0
43.76128472222222,32.0,3.0,33.57660387109088,1127.3883275161554,17.75,78.0,0
177.27604166666666,200.0,236.0,60.52262417566984,3662.988037109375,121.0,231.0,0
117.04513888888889,115.0,115.0,45.282271073697494,2050.484073591821,82.75,146.0,0
152.47829861111111,152.0,141.0,56.383279275220396,3179.074181827498,125.0,192.0,0
166.99479166666666,171.0,234.0,53.54558974562329,2867.1301812065976,130.0,216.0,0
184.7734375,190.0,155.0,32.126970691655366,1032.1422458224827,155.0,211.0,0
168.31597222222223,170.0,255.0,46.93032832945386,2202.4557171103393,132.0,205.25,0
71.21267361111111,46.0,0.0,71.19175796312085,5068.266401879581,3.0,141.25,0
84.30381944444444,4.0,1.0,105.38971848899503,11106.99276318962,1.0,203.0,0
119.38888888888889,152.0,2.0,80.10182201693104,6416.301890432099,24.75,193.0,0
103.66753472222223,111.5,143.0,54.571704118986275,2978.0708904501835,50.0,150.0,0
120.76996527777777,127.0,130.0,40.219580041924786,1617.6146187487946,98.0,142.0,0
71.65017361111111,62.0,64.0,48.668236454110314,2368.597239553192,43.0,83.0,0
105.4921875,95.0,70.0,47.47034828967048,2253.4339667426216,68.0,148.25,0
90.59548611111111,81.0,65.0,45.575386804750046,2077.1158824025847,61.0,106.0,0
101.51388888888889,104.0,130.0,50.790348781249655,2579.659529320988,62.0,137.0,0
146.13454861111111,168.0,209.0,59.53201566994691,3544.060889726804,105.0,196.0,0
124.21006944444444,131.0,148.0,42.46969061376019,1803.6746208285108,103.0,150.0,0
141.67013888888889,132.0,243.0,47.96997625810265,2301.118622202932,116.0,153.0,0
163.42361111111111,162.0,186.0,51.46364073319563,2648.5063175154323,131.0,206.0,0
107.88194444444444,98.0,16.0,62.87051248927099,3952.7013406635797,55.0,157.0,0
149.55295138888889,152.0,255.0,60.39869538726601,3648.0024044837483,110.0,182.0,0
113.27951388888889,112.0,71.0,37.97358361468501,1441.9930525414738,82.0,143.0,0
122.70052083333333,117.0,172.0,61.63533607036235,3798.9146525065103,74.75,180.0,0
89.32552083333333,74.0,54.0,59.47677629236062,3537.4869181315103,44.75,129.0,0
140.22048611111111,136.0,113.0,42.54207472592184,1809.8281219859182,111.0,169.0,0
91.53559027777777,80.0,63.0,43.64117955299297,1904.5525527765722,60.0,119.25,0
167.65190972222223,172.0,181.0,51.324957174768784,2634.25122899185,134.0,207.25,0
159.33680555555554,166.0,178.0,31.179188096406236,972.1417703510803,142.0,182.0,0
122.94444444444444,113.0,201.0,63.8479805625329,4076.5646219135797,70.0,183.25,0
119.72569444444444,126.0,151.0,35.1953294457592,1238.7112147955247,93.0,149.0,0
104.21701388888889,95.0,28.0,71.59454793390987,5125.779293860918,36.0,169.0,0
113.12413194444444,122.0,53.0,39.323988662341,1546.376084315924,78.0,147.0,0
175.27864583333334,187.0,255.0,59.33464677478459,3520.600307888455,163.0,213.25,0
131.671875,143.0,150.0,47.89541166943213,2293.970458984375,107.75,166.0,0
91.23611111111111,90.0,91.0,30.605234236226995,936.680362654321,68.75,110.0,0
137.59635416666666,140.0,120.0,43.138919902090855,1860.9664103190105,114.0,176.0,0
136.14930555555554,137.5,255.0,95.50703653289388,9121.594027295525,40.0,241.0,0
86.44965277777777,59.0,12.0,71.07633000781227,5051.844687379436,20.0,167.0,0
155.15017361111111,159.0,255.0,52.927238280994715,2801.292552053192,127.0,189.0,0
95.47222222222223,91.0,87.0,31.54498429149422,995.0860339506172,75.0,118.0,0
145.93315972222223,148.0,177.0,45.33831020952418,2055.5623726550443,112.0,178.0,0
77.5390625,75.5,88.0,43.691371849841175,1908.9359741210938,42.0,109.0,0
158.00954861111111,160.5,200.0,46.711649590173295,2181.978207435137,132.0,197.0,0
196.19184027777777,214.0,252.0,63.19446537674218,3993.5404542522665,187.0,243.0,0
141.05295138888889,146.0,171.0,50.007549516552146,2500.7550086504148,97.0,181.0,0
53.560763888888886,53.0,67.0,23.21408790356088,538.8938771942516,35.0,73.0,0
148.38975694444446,153.0,161.0,25.366412051324694,643.4548603575907,138.0,166.0,0
66.63802083333333,63.5,53.0,26.196407837390595,686.2517835828993,50.0,83.25,0
149.20052083333334,153.0,234.0,62.11822760766458,3858.6742011176216,88.0,206.25,0
153.90538194444446,140.0,255.0,46.8115189282297,2191.3183043680074,119.0,176.0,0
123.73350694444444,163.0,173.0,67.63868973824741,4574.992349506896,33.75,173.25,0
115.96440972222223,116.0,112.0,48.22462218328949,2325.6141847210165,80.0,150.0,0
94.33159722222223,81.0,255.0,62.45914866227003,3901.1452516155487,43.0,140.25,0
163.24131944444446,164.0,252.0,56.014979032726984,3137.677876036844,135.0,188.0,0
163.09461805555554,161.0,127.0,33.353778711984155,1112.4745543680074,131.0,196.0,0
139.62065972222223,140.0,255.0,55.60300148881144,3091.6937745647665,106.0,178.25,0
130.12673611111111,127.0,249.0,75.86564957331059,5755.5967851803625,69.75,174.0,0
177.96006944444446,186.0,187.0,33.97852369096397,1154.5400722173997,176.0,198.0,0
154.84461805555554,168.0,169.0,42.07629052693329,1770.4142245068963,133.0,187.0,0
48.05034722222222,10.0,7.0,59.913849318477396,3589.6693401572143,5.0,93.0,0
121.31076388888889,124.0,99.0,44.919070229133276,2017.7228702498073,93.75,155.0,0
137.91145833333334,149.0,181.0,55.17255891831995,3044.0112575954863,100.0,182.0,0
141.67447916666666,132.0,116.0,41.102861840324984,1689.4452514648438,111.0,172.25,0
92.31597222222223,77.0,176.0,47.85057929986388,2289.6779393325614,53.0,130.0,0
110.2890625,112.0,111.0,23.34688487033916,545.0770331488716,96.75,127.0,0
166.22569444444446,151.0,251.0,57.785968532507695,3339.2181592399693,123.0,226.0,0
116.16579861111111,125.0,2.0,81.45286284095373,6634.568864987221,23.0,192.0,0
111.98524305555556,111.0,108.0,38.13320436690505,1454.1412752881463,98.0,137.0,0
118.32378472222223,114.0,117.0,51.21070841639677,2622.536656509211,89.0,143.0,0
168.90277777777777,173.0,169.0,36.06012426113359,1300.332561728395,150.0,194.0,0
81.05729166666667,72.0,62.0,36.00265493139881,1296.191162109375,56.0,100.0,0
121.92447916666667,116.0,117.0,41.704466496652365,1739.2625257703994,97.0,142.0,0
182.24913194444446,208.0,255.0,77.6851478991164,6034.98220410759,147.0,244.0,0
144.62673611111111,157.0,255.0,82.23864059797307,6763.194007402585,76.5,213.0,0
136.19357638888889,137.0,144.0,31.631447416798125,1000.5484656816648,116.0,154.0,0
106.37152777777777,86.5,22.0,77.14744510711152,5951.728286554785,28.0,179.25,0
200.8515625,214.0,254.0,59.352609939128804,3522.7323065863716,192.0,253.0,0
93.15538194444444,95.0,108.0,38.91995866955963,1514.7631828402295,70.0,117.0,0
111.85590277777777,121.0,143.0,45.484621178683305,2068.8507637683256,70.0,147.0,0
103.28125,84.0,64.0,46.840328612730836,2194.0163845486113,67.0,137.0,0
132.65277777777777,140.0,147.0,39.49667170303447,1559.987075617284,110.0,163.0,0
128.45746527777777,153.0,183.0,60.40471085581971,3648.729093575183,103.0,175.0,0
107.87847222222223,125.5,182.0,61.08660878347966,3731.573772665895,44.0,164.0,0
122.09461805555556,126.0,142.0,42.25908727298526,1785.830457145785,102.0,153.0,0
142.86111111111111,154.0,180.0,45.84022465027473,2101.3261959876545,122.0,176.0,0
135.12065972222223,145.0,152.0,37.134237397107896,1378.9515870647665,123.0,159.25,0
126.93923611111111,134.0,1.0,76.92704734555566,5917.7706133053625,63.75,196.0,0
142.17013888888889,141.5,130.0,27.840733995804676,775.1064694251543,129.0,163.0,0
155.85503472222223,174.5,200.0,59.00712638516559,3481.840964234905,116.0,199.0,0
167.640625,171.0,213.0,36.34624697343344,1321.0496690538193,141.75,199.0,0
136.375,144.0,146.0,47.432243340720596,2249.8177083333335,102.0,169.0,0
224.44010416666666,255.0,255.0,38.279920523257715,1465.352315266927,195.0,255.0,0
91.7421875,92.5,10.0,58.288140452729024,3397.507317437066,36.0,147.0,0
99.29166666666667,111.0,5.0,62.04151276005088,3849.1493055555557,39.0,145.25,0
83.80555555555556,83.0,104.0,27.422593781248302,751.9986496913581,68.75,101.0,0
139.07986111111111,140.0,88.0,42.454169046457075,1802.3564694251543,92.0,180.0,0
105.06597222222223,110.0,10.0,61.33420364327546,3761.884536554784,47.0,161.0,0
166.23090277777777,174.0,178.0,49.89539909223977,2489.5508505738812,147.0,196.25,0
111.10850694444444,119.0,46.0,49.89737242434835,2489.7477748541187,57.0,154.0,0
75.41319444444444,63.0,5.0,65.49510504030029,4289.608784239968,9.0,145.0,0
120.59809027777777,131.0,150.0,44.74929115475418,2002.4990588529608,84.0,158.0,0
106.25173611111111,101.5,20.0,67.78874069520302,4595.313365041474,55.0,146.0,0
47.177083333333336,45.0,0.0,43.482394615442416,1890.7186414930557,1.0,88.0,0
85.79947916666667,87.0,92.0,17.064183364444936,291.1863538953993,78.0,92.0,0
60.14409722222222,46.0,9.0,52.67601182798162,2774.762222101659,13.0,99.0,0
159.88975694444446,183.0,225.0,56.618446082054206,3205.6484367464795,99.0,212.0,0
103.88454861111111,101.0,112.0,33.7706681181091,1140.4580251434702,77.75,125.0,0
99.84635416666667,111.0,22.0,48.15168636613201,2318.5848999023438,59.75,134.0,0
79.48871527777777,70.5,30.0,51.818793624080485,2685.1873726550443,38.0,106.0,0
192.38888888888889,197.0,255.0,38.90894572073067,1513.9060570987656,178.0,216.0,0
146.72048611111111,158.0,205.0,52.0969648538753,2714.093746985918,98.75,190.0,0
178.85243055555554,175.0,255.0,56.473590444591984,3189.266417703511,140.0,246.0,0
114.71440972222223,118.0,46.0,62.6840556603238,3929.290834026572,52.0,172.0,0
168.83072916666666,197.0,255.0,83.25471287224849,6931.347215440538,109.0,246.0,0
166.14409722222223,160.0,255.0,64.96486817581992,4220.43409710166,115.0,228.0,0
197.45746527777777,186.0,254.0,35.983960496582746,1294.8454130196276,172.0,235.0,0
147.57899305555554,147.0,176.0,29.334854536075845,860.5336906527295,123.0,173.0,0
48.736979166666664,51.0,58.0,16.0360191543603,257.15391031901044,43.0,57.0,0
70.96527777777777,62.0,16.0,58.22301034175554,3389.9189332561727,16.0,123.0,0
146.33506944444446,150.0,255.0,67.8266188783386,4600.450228467399,99.75,197.0,0
115.36024305555556,117.0,118.0,63.27444835965542,4003.6558152187013,63.0,161.0,0
183.97916666666666,192.0,255.0,44.298501158178155,1962.357204861111,160.0,212.0,0
155.42274305555554,164.0,192.0,54.82998599943163,3006.3273646978687,132.75,193.0,0
137.68402777777777,138.0,138.0,27.549875637938822,758.995647665895,119.0,158.0,0
164.52517361111111,194.0,224.0,66.91417122503833,4477.506310733748,117.0,221.0,0
85.96267361111111,80.0,69.0,39.32376952679191,1546.358849796248,58.0,114.0,0
165.55121527777777,173.0,230.0,59.854170135011294,3582.521682550878,142.0,210.0,0
159.73177083333334,164.0,164.0,35.43274288552789,1255.479268391927,145.0,180.0,0
112.01041666666667,121.0,144.0,35.972065201019376,1293.9894748263891,91.0,142.0,0
116.92621527777777,136.0,155.0,57.946775209701315,3357.828757203655,77.0,158.0,0
134.00347222222223,160.0,178.0,63.46302501062512,4027.5555434992293,77.0,183.0,0
103.08246527777777,104.0,80.0,51.1859624124532,2620.002748089072,62.0,146.0,0
111.84461805555556,90.0,252.0,75.83459927189645,5750.886446729119,41.0,181.25,0
148.55902777777777,155.0,160.0,32.79981879437252,1075.828112943673,135.0,170.0,0
175.73958333333334,168.0,159.0,28.10471297652861,789.8748914930557,159.0,190.0,0
147.03298611111111,156.0,209.0,62.96386713579663,3964.4485646942517,101.0,206.0,0
79.62413194444444,55.0,1.0,70.63388740253293,4989.146049593702,6.0,154.0,0
135.83854166666666,153.0,26.0,73.92850319047704,5465.423583984375,62.75,205.0,0
153.42708333333334,145.0,255.0,60.27908094709465,3633.5675998263887,101.0,183.25,0
148.18836805555554,149.0,219.0,53.40387688255186,2851.974066086757,109.0,195.25,0
142.72222222222223,148.0,156.0,28.536117330217692,814.3099922839506,129.0,160.0,0
159.17361111111111,162.0,142.0,30.583323083810978,935.3396508487654,141.0,183.0,0
145.91319444444446,145.5,144.0,33.19187849653674,1101.700798128858,127.0,165.0,0
113.50607638888889,109.0,148.0,57.64683815430478,3323.1579491886096,68.0,157.0,0
80.80815972222223,70.0,27.0,55.16464154215532,3043.1376764744887,33.0,117.0,0
146.7421875,152.0,180.0,66.209135914526,4383.649678548177,88.0,202.0,0
100.03732638888889,101.0,0.0,57.85612389383228,3347.331072018471,54.75,150.0,0
171.96614583333334,170.0,231.0,39.45474376148308,1556.676805284288,143.0,202.0,0
146.73784722222223,150.0,154.0,29.604816581259076,876.4451648099923,129.0,163.0,0
128.73350694444446,146.0,154.0,43.09237077431852,1856.9524189513406,107.75,160.0,0
130.77777777777777,115.0,255.0,51.39688563906437,2641.6398533950614,100.0,146.0,0
136.37239583333334,150.5,193.0,56.18253085018692,3156.476772732205,88.0,186.0,0
183.43055555555554,201.0,252.0,56.49654645022533,3191.859760802469,166.0,214.0,0
117.22222222222223,116.5,185.0,49.293490307832684,2429.848186728395,80.0,158.0,0
136.9296875,140.0,138.0,58.25589580832246,3393.7493964301216,94.0,182.0,0
155.51996527777777,155.0,234.0,53.306695339838406,2841.60376805435,113.0,201.0,0
133.10243055555554,140.0,144.0,35.85926766438117,1285.887077425733,110.0,154.0,0
82.22743055555556,98.0,0.0,58.93277135203544,3473.0715392312886,4.0,126.0,0
76.06076388888889,38.0,1.0,80.53572655780944,6486.003252194252,12.0,161.0,0
130.41840277777777,127.0,249.0,72.52691268843276,5260.153064115549,77.0,172.0,0
150.53472222222223,164.5,213.0,70.72241690369906,5001.660252700617,93.5,208.0,0
41.90190972222222,41.0,0.0,27.867243499166722,776.5832602418499,22.0,56.25,0
99.29166666666667,40.5,27.0,84.3497081434719,7114.873263888889,27.0,199.0,0
113.39756944444444,129.0,140.0,46.984556353753796,2207.5485357590665,94.0,147.0,0
108.08420138888889,102.5,78.0,41.88831496920642,1754.6309309594426,75.0,150.0,0
75.48611111111111,73.0,83.0,39.549500648468495,1564.16300154321,46.0,88.0,0
92.75520833333333,96.0,30.0,45.46080585192697,2066.684868706597,51.0,126.0,0
158.46440972222223,179.0,232.0,74.14768331961196,5497.878941665461,97.0,228.0,0
61.075520833333336,55.0,80.0,46.03999270795095,2119.680928548177,30.0,78.0,0
118.05729166666667,133.0,163.0,52.676326075154876,2774.7953287760415,66.75,161.0,0
113.93836805555556,113.0,109.0,22.99604857610401,528.8182501145352,102.0,130.0,0
153.41059027777777,166.0,249.0,56.27453778685165,3166.8236031237943,134.0,184.0,0
60.579861111111114,59.0,8.0,39.951887870601986,1596.153344425154,16.0,94.0,0
104.88454861111111,122.0,173.0,61.33459043212732,3761.931983476804,39.75,159.0,0
123.03038194444444,129.5,152.0,34.28012078601997,1175.1266811041185,95.0,151.0,0
150.56336805555554,165.0,175.0,47.345521594392544,2241.598415045091,115.0,180.0,0
73.86111111111111,62.0,12.0,60.83749827193468,3701.2011959876545,18.0,107.25,0
154.41493055555554,161.0,172.0,48.99443405883139,2400.4545687451773,132.0,178.0,0
90.23524305555556,86.0,32.0,57.522755529967164,3308.8674037603682,35.0,133.0,0
109.90885416666667,87.0,82.0,54.146802685368016,2931.8762410481772,75.0,134.5,0
165.3125,156.0,255.0,55.20535762420769,3047.6315104166665,123.0,207.25,0
129.84895833333334,143.0,236.0,90.5135220424332,8192.697672526041,29.0,222.0,0
134.67274305555554,125.0,199.0,63.99411067827588,4095.2462015034234,84.0,193.0,0
138.80121527777777,142.0,141.0,26.10966918426943,681.7148249119887,128.0,157.0,0
169.69444444444446,170.0,159.0,43.063325911734296,1854.4500385802467,152.75,191.0,0
63.59809027777778,62.0,13.0,40.98336505987202,1679.6362116307387,28.0,93.0,0
125.60590277777777,130.0,132.0,59.315562939450224,3518.3360068238812,73.0,171.0,0
99.87847222222223,98.0,84.0,43.69420038936398,1909.183147665895,74.0,129.25,0
160.44704861111111,161.0,157.0,25.64573635855748,657.7037933726369,145.0,178.0,0
75.84982638888889,74.0,37.0,48.84466432077047,2385.801232608748,38.0,96.0,0
151.84375,157.5,223.0,56.618284147670785,3205.6300998263887,109.0,201.0,0
141.66232638888889,124.0,251.0,66.94332986961703,4481.40941403236,94.0,196.0,0
103.61892361111111,99.0,112.0,56.49176214730829,3191.319190508054,64.0,126.0,0
117.55902777777777,132.0,61.0,55.06569613399481,3032.230890721451,91.0,159.0,0
99.29340277777777,115.5,165.0,63.15707951281289,3988.81669258777,31.0,159.0,0
138.9453125,148.0,192.0,52.95729702211448,2804.475307888455,106.0,179.25,0
88.16319444444444,96.0,8.0,49.23257693298403,2423.8466314621915,41.75,125.25,0
114.94965277777777,114.0,100.0,47.20643089595942,2228.447117934992,80.0,147.0,0
98.02777777777777,95.0,0.0,64.16687710403203,4117.38811728395,39.75,158.0,0
75.10329861111111,74.0,11.0,55.670055936814485,3099.155128008054,15.0,123.0,0
107.67534722222223,111.0,112.0,33.67466617860596,1133.983142240548,88.75,125.25,0
107.39236111111111,123.5,18.0,72.08902104714882,5196.826955536266,23.0,166.0,0
128.75347222222223,145.0,188.0,62.89072303209138,3955.2430434992293,72.0,183.0,0
147.63107638888889,148.0,123.0,35.12539797453069,1233.793582869165,124.0,177.25,0
175.296875,202.0,235.0,70.3945876921336,4955.397976345486,155.75,227.0,0
161.44270833333334,173.0,178.0,47.65337280704434,2270.843939887153,148.0,188.0,0
127.07638888888889,125.0,32.0,66.11797167659141,4371.586178626543,68.0,181.0,0
117.76822916666667,127.0,162.0,46.59435540805267,2171.0339558919272,94.0,154.0,0
107.37239583333333,110.0,129.0,34.578805453935125,1195.6937866210938,87.0,130.25,0
145.77170138888889,135.0,130.0,55.32260938270023,3060.5911089108317,117.0,170.0,0
116.92621527777777,136.0,155.0,57.946775209701315,3357.828757203655,77.0,158.0,0
122.34461805555556,136.0,159.0,43.45863481271213,1888.6529397846741,79.0,159.0,0
135.34288194444446,143.0,254.0,73.63925042262113,5422.739202805507,56.0,203.0,0
41.498263888888886,24.0,6.0,42.59839505045709,1814.623260874807,10.0,59.0,0
163.53645833333334,168.5,205.0,50.82531074628661,2583.212212456597,131.75,206.0,0
219.33940972222223,206.0,255.0,30.261795949613045,915.7762940960165,198.0,255.0,0
160.88454861111111,190.0,224.0,72.11930487916936,5201.194136254581,91.5,222.0,0
82.9296875,66.0,150.0,49.81966877077889,2481.9993964301216,40.0,142.0,0
141.91840277777777,135.5,192.0,36.99308223925106,1368.488133559992,117.0,183.0,0
49.935763888888886,32.0,10.0,45.68625308497351,2087.2337209442517,11.0,86.25,0
71.94184027777777,76.0,84.0,25.81466232701528,666.396791057822,54.0,92.0,0
97.18402777777777,79.0,255.0,58.21542388595526,3389.0355782214506,61.0,103.0,0
181.83680555555554,180.0,177.0,28.172172160484344,793.6712842399692,166.0,201.0,0
150.90277777777777,172.0,195.0,62.20613631356418,3869.6033950617284,111.0,199.0,0
84.00954861111111,84.0,0.0,61.50017569253696,3782.2716102129148,25.75,125.0,0
144.92534722222223,145.0,255.0,73.9528024919084,5469.016996407214,100.75,187.25,0
105.22048611111111,104.0,68.0,55.97854248913722,3133.597219208141,60.0,147.0,0
146.38454861111111,135.5,255.0,64.02022416027891,4098.58910153236,99.75,189.0,0
112.13194444444444,113.0,0.0,41.21534681263525,1698.7048128858025,100.0,133.0,0
104.77951388888889,113.0,124.0,45.066386183635636,2030.9791636525852,75.0,136.0,0
92.29774305555556,82.5,41.0,49.59293389313062,2459.459092128424,47.0,133.0,0
102.21267361111111,107.0,113.0,43.90944057174978,1928.038971324026,67.0,129.0,0
132.48871527777777,148.0,171.0,48.566980642882825,2358.751608766155,98.0,172.0,0
102.16232638888889,97.0,162.0,32.24486722942847,1039.7314626434702,81.0,118.0,0
123.64322916666667,136.5,155.0,45.59674131710675,2079.0628187391494,93.0,158.0,0
170.59982638888889,190.0,218.0,54.24718790686935,2942.7573958031926,125.0,216.0,0
147.89236111111111,140.0,132.0,37.835979312504456,1431.5613305362654,125.0,174.0,0
122.45225694444444,145.5,1.0,78.45528723802269,6155.232095600646,31.75,190.25,0
169.40017361111111,179.0,183.0,30.135436757760296,908.1445485809703,152.0,191.0,0
144.07378472222223,161.0,162.0,58.99771011548094,3480.729798870322,127.0,182.0,0
81.78819444444444,61.5,0.0,75.70124897741098,5730.679096739968,7.0,155.0,0
147.87239583333334,160.0,170.0,53.99021132173441,2914.942918565538,102.0,186.25,0
79.42534722222223,82.0,2.0,62.334165963837314,3885.5482464072143,11.75,138.0,0
137.03038194444446,127.0,122.0,42.084838428447874,1771.133625548563,111.0,146.0,0
120.01649305555556,118.5,200.0,59.52068885345859,3542.7124015902295,75.0,173.0,0
160.94444444444446,163.0,241.0,52.12958316884977,2717.493441358025,129.0,200.0,0
134.30902777777777,138.0,252.0,48.114627183994514,2315.017349054784,111.0,166.0,0
164.3828125,169.0,175.0,50.05528349713677,2505.5314059787324,130.0,200.0,0
102.96701388888889,118.5,115.0,60.123922565766215,3614.8860646942517,44.0,151.0,0
161.21267361111111,167.0,255.0,65.16568689963917,4246.566749101804,127.0,206.0,0
