index,name,pixel,emotion
144,face_144.jpg,data/output/csv/Cropped Arrays/face_144.jpg_144.npy,3
145,face_145.jpg,data/output/csv/Cropped Arrays/face_145.jpg_145.npy,3
165,face_165.jpg,data/output/csv/Cropped Arrays/face_165.jpg_165.npy,3
179,face_179.jpg,data/output/csv/Cropped Arrays/face_179.jpg_179.npy,2
187,face_187.jpg,data/output/csv/Cropped Arrays/face_187.jpg_187.npy,3
188,face_188.jpg,data/output/csv/Cropped Arrays/face_188.jpg_188.npy,0
199,face_199.jpg,data/output/csv/Cropped Arrays/face_199.jpg_199.npy,5
203,face_203.jpg,data/output/csv/Cropped Arrays/face_203.jpg_203.npy,0
207,face_207.jpg,data/output/csv/Cropped Arrays/face_207.jpg_207.npy,3
210,face_210.jpg,data/output/csv/Cropped Arrays/face_210.jpg_210.npy,3
215,face_215.jpg,data/output/csv/Cropped Arrays/face_215.jpg_215.npy,3
217,face_217.jpg,data/output/csv/Cropped Arrays/face_217.jpg_217.npy,6
221,face_221.jpg,data/output/csv/Cropped Arrays/face_221.jpg_221.npy,0
233,face_233.jpg,data/output/csv/Cropped Arrays/face_233.jpg_233.npy,0
235,face_235.jpg,data/output/csv/Cropped Arrays/face_235.jpg_235.npy,0
249,face_249.jpg,data/output/csv/Cropped Arrays/face_249.jpg_249.npy,0
250,face_250.jpg,data/output/csv/Cropped Arrays/face_250.jpg_250.npy,6
259,face_259.jpg,data/output/csv/Cropped Arrays/face_259.jpg_259.npy,0
266,face_266.jpg,data/output/csv/Cropped Arrays/face_266.jpg_266.npy,4
268,face_268.jpg,data/output/csv/Cropped Arrays/face_268.jpg_268.npy,6
269,face_269.jpg,data/output/csv/Cropped Arrays/face_269.jpg_269.npy,5
270,face_270.jpg,data/output/csv/Cropped Arrays/face_270.jpg_270.npy,2
275,face_275.jpg,data/output/csv/Cropped Arrays/face_275.jpg_275.npy,2
281,face_281.jpg,data/output/csv/Cropped Arrays/face_281.jpg_281.npy,4
282,face_282.jpg,data/output/csv/Cropped Arrays/face_282.jpg_282.npy,3
284,face_284.jpg,data/output/csv/Cropped Arrays/face_284.jpg_284.npy,3
285,face_285.jpg,data/output/csv/Cropped Arrays/face_285.jpg_285.npy,3
287,face_287.jpg,data/output/csv/Cropped Arrays/face_287.jpg_287.npy,3
288,face_288.jpg,data/output/csv/Cropped Arrays/face_288.jpg_288.npy,2
290,face_290.jpg,data/output/csv/Cropped Arrays/face_290.jpg_290.npy,6
291,face_291.jpg,data/output/csv/Cropped Arrays/face_291.jpg_291.npy,3
292,face_292.jpg,data/output/csv/Cropped Arrays/face_292.jpg_292.npy,2
300,face_300.jpg,data/output/csv/Cropped Arrays/face_300.jpg_300.npy,2
309,face_309.jpg,data/output/csv/Cropped Arrays/face_309.jpg_309.npy,3
324,face_324.jpg,data/output/csv/Cropped Arrays/face_324.jpg_324.npy,3
328,face_328.jpg,data/output/csv/Cropped Arrays/face_328.jpg_328.npy,5
331,face_331.jpg,data/output/csv/Cropped Arrays/face_331.jpg_331.npy,3
332,face_332.jpg,data/output/csv/Cropped Arrays/face_332.jpg_332.npy,5
334,face_334.jpg,data/output/csv/Cropped Arrays/face_334.jpg_334.npy,3
336,face_336.jpg,data/output/csv/Cropped Arrays/face_336.jpg_336.npy,5
337,face_337.jpg,data/output/csv/Cropped Arrays/face_337.jpg_337.npy,6
348,face_348.jpg,data/output/csv/Cropped Arrays/face_348.jpg_348.npy,3
351,face_351.jpg,data/output/csv/Cropped Arrays/face_351.jpg_351.npy,2
360,face_360.jpg,data/output/csv/Cropped Arrays/face_360.jpg_360.npy,0
364,face_364.jpg,data/output/csv/Cropped Arrays/face_364.jpg_364.npy,3
371,face_371.jpg,data/output/csv/Cropped Arrays/face_371.jpg_371.npy,3
373,face_373.jpg,data/output/csv/Cropped Arrays/face_373.jpg_373.npy,6
376,face_376.jpg,data/output/csv/Cropped Arrays/face_376.jpg_376.npy,6
379,face_379.jpg,data/output/csv/Cropped Arrays/face_379.jpg_379.npy,2
380,face_380.jpg,data/output/csv/Cropped Arrays/face_380.jpg_380.npy,3
387,face_387.jpg,data/output/csv/Cropped Arrays/face_387.jpg_387.npy,0
406,face_406.jpg,data/output/csv/Cropped Arrays/face_406.jpg_406.npy,3
411,face_411.jpg,data/output/csv/Cropped Arrays/face_411.jpg_411.npy,5
421,face_421.jpg,data/output/csv/Cropped Arrays/face_421.jpg_421.npy,0
423,face_423.jpg,data/output/csv/Cropped Arrays/face_423.jpg_423.npy,6
429,face_429.jpg,data/output/csv/Cropped Arrays/face_429.jpg_429.npy,0
439,face_439.jpg,data/output/csv/Cropped Arrays/face_439.jpg_439.npy,3
443,face_443.jpg,data/output/csv/Cropped Arrays/face_443.jpg_443.npy,5
445,face_445.jpg,data/output/csv/Cropped Arrays/face_445.jpg_445.npy,3
451,face_451.jpg,data/output/csv/Cropped Arrays/face_451.jpg_451.npy,4
453,face_453.jpg,data/output/csv/Cropped Arrays/face_453.jpg_453.npy,3
460,face_460.jpg,data/output/csv/Cropped Arrays/face_460.jpg_460.npy,2
462,face_462.jpg,data/output/csv/Cropped Arrays/face_462.jpg_462.npy,4
469,face_469.jpg,data/output/csv/Cropped Arrays/face_469.jpg_469.npy,0
478,face_478.jpg,data/output/csv/Cropped Arrays/face_478.jpg_478.npy,3
497,face_497.jpg,data/output/csv/Cropped Arrays/face_497.jpg_497.npy,5
499,face_499.jpg,data/output/csv/Cropped Arrays/face_499.jpg_499.npy,0
503,face_503.jpg,data/output/csv/Cropped Arrays/face_503.jpg_503.npy,6
519,face_519.jpg,data/output/csv/Cropped Arrays/face_519.jpg_519.npy,0
521,face_521.jpg,data/output/csv/Cropped Arrays/face_521.jpg_521.npy,0
541,face_541.jpg,data/output/csv/Cropped Arrays/face_541.jpg_541.npy,6
542,face_542.jpg,data/output/csv/Cropped Arrays/face_542.jpg_542.npy,6
544,face_544.jpg,data/output/csv/Cropped Arrays/face_544.jpg_544.npy,6
552,face_552.jpg,data/output/csv/Cropped Arrays/face_552.jpg_552.npy,6
554,face_554.jpg,data/output/csv/Cropped Arrays/face_554.jpg_554.npy,5
556,face_556.jpg,data/output/csv/Cropped Arrays/face_556.jpg_556.npy,4
568,face_568.jpg,data/output/csv/Cropped Arrays/face_568.jpg_568.npy,3
569,face_569.jpg,data/output/csv/Cropped Arrays/face_569.jpg_569.npy,3
572,face_572.jpg,data/output/csv/Cropped Arrays/face_572.jpg_572.npy,3
578,face_578.jpg,data/output/csv/Cropped Arrays/face_578.jpg_578.npy,2
585,face_585.jpg,data/output/csv/Cropped Arrays/face_585.jpg_585.npy,3
587,face_587.jpg,data/output/csv/Cropped Arrays/face_587.jpg_587.npy,2
588,face_588.jpg,data/output/csv/Cropped Arrays/face_588.jpg_588.npy,3
593,face_593.jpg,data/output/csv/Cropped Arrays/face_593.jpg_593.npy,2
603,face_603.jpg,data/output/csv/Cropped Arrays/face_603.jpg_603.npy,4
605,face_605.jpg,data/output/csv/Cropped Arrays/face_605.jpg_605.npy,6
607,face_607.jpg,data/output/csv/Cropped Arrays/face_607.jpg_607.npy,4
608,face_608.jpg,data/output/csv/Cropped Arrays/face_608.jpg_608.npy,0
609,face_609.jpg,data/output/csv/Cropped Arrays/face_609.jpg_609.npy,3
610,face_610.jpg,data/output/csv/Cropped Arrays/face_610.jpg_610.npy,4
617,face_617.jpg,data/output/csv/Cropped Arrays/face_617.jpg_617.npy,0
623,face_623.jpg,data/output/csv/Cropped Arrays/face_623.jpg_623.npy,3
629,face_629.jpg,data/output/csv/Cropped Arrays/face_629.jpg_629.npy,3
630,face_630.jpg,data/output/csv/Cropped Arrays/face_630.jpg_630.npy,6
635,face_635.jpg,data/output/csv/Cropped Arrays/face_635.jpg_635.npy,3
636,face_636.jpg,data/output/csv/Cropped Arrays/face_636.jpg_636.npy,0
640,face_640.jpg,data/output/csv/Cropped Arrays/face_640.jpg_640.npy,4
644,face_644.jpg,data/output/csv/Cropped Arrays/face_644.jpg_644.npy,6
651,face_651.jpg,data/output/csv/Cropped Arrays/face_651.jpg_651.npy,6
653,face_653.jpg,data/output/csv/Cropped Arrays/face_653.jpg_653.npy,3
656,face_656.jpg,data/output/csv/Cropped Arrays/face_656.jpg_656.npy,2
660,face_660.jpg,data/output/csv/Cropped Arrays/face_660.jpg_660.npy,5
664,face_664.jpg,data/output/csv/Cropped Arrays/face_664.jpg_664.npy,3
672,face_672.jpg,data/output/csv/Cropped Arrays/face_672.jpg_672.npy,6
678,face_678.jpg,data/output/csv/Cropped Arrays/face_678.jpg_678.npy,3
683,face_683.jpg,data/output/csv/Cropped Arrays/face_683.jpg_683.npy,5
685,face_685.jpg,data/output/csv/Cropped Arrays/face_685.jpg_685.npy,3
688,face_688.jpg,data/output/csv/Cropped Arrays/face_688.jpg_688.npy,4
691,face_691.jpg,data/output/csv/Cropped Arrays/face_691.jpg_691.npy,3
705,face_705.jpg,data/output/csv/Cropped Arrays/face_705.jpg_705.npy,6
711,face_711.jpg,data/output/csv/Cropped Arrays/face_711.jpg_711.npy,4
731,face_731.jpg,data/output/csv/Cropped Arrays/face_731.jpg_731.npy,2
753,face_753.jpg,data/output/csv/Cropped Arrays/face_753.jpg_753.npy,4
755,face_755.jpg,data/output/csv/Cropped Arrays/face_755.jpg_755.npy,2
767,face_767.jpg,data/output/csv/Cropped Arrays/face_767.jpg_767.npy,6
769,face_769.jpg,data/output/csv/Cropped Arrays/face_769.jpg_769.npy,2
781,face_781.jpg,data/output/csv/Cropped Arrays/face_781.jpg_781.npy,6
782,face_782.jpg,data/output/csv/Cropped Arrays/face_782.jpg_782.npy,4
794,face_794.jpg,data/output/csv/Cropped Arrays/face_794.jpg_794.npy,2
807,face_807.jpg,data/output/csv/Cropped Arrays/face_807.jpg_807.npy,1
810,face_810.jpg,data/output/csv/Cropped Arrays/face_810.jpg_810.npy,3
814,face_814.jpg,data/output/csv/Cropped Arrays/face_814.jpg_814.npy,5
820,face_820.jpg,data/output/csv/Cropped Arrays/face_820.jpg_820.npy,3
824,face_824.jpg,data/output/csv/Cropped Arrays/face_824.jpg_824.npy,0
826,face_826.jpg,data/output/csv/Cropped Arrays/face_826.jpg_826.npy,1
827,face_827.jpg,data/output/csv/Cropped Arrays/face_827.jpg_827.npy,3
829,face_829.jpg,data/output/csv/Cropped Arrays/face_829.jpg_829.npy,3
830,face_830.jpg,data/output/csv/Cropped Arrays/face_830.jpg_830.npy,3
837,face_837.jpg,data/output/csv/Cropped Arrays/face_837.jpg_837.npy,5
847,face_847.jpg,data/output/csv/Cropped Arrays/face_847.jpg_847.npy,2
848,face_848.jpg,data/output/csv/Cropped Arrays/face_848.jpg_848.npy,5
865,face_865.jpg,data/output/csv/Cropped Arrays/face_865.jpg_865.npy,5
867,face_867.jpg,data/output/csv/Cropped Arrays/face_867.jpg_867.npy,5
868,face_868.jpg,data/output/csv/Cropped Arrays/face_868.jpg_868.npy,5
878,face_878.jpg,data/output/csv/Cropped Arrays/face_878.jpg_878.npy,4
883,face_883.jpg,data/output/csv/Cropped Arrays/face_883.jpg_883.npy,0
904,face_904.jpg,data/output/csv/Cropped Arrays/face_904.jpg_904.npy,2
908,face_908.jpg,data/output/csv/Cropped Arrays/face_908.jpg_908.npy,0
910,face_910.jpg,data/output/csv/Cropped Arrays/face_910.jpg_910.npy,4
918,face_918.jpg,data/output/csv/Cropped Arrays/face_918.jpg_918.npy,4
921,face_921.jpg,data/output/csv/Cropped Arrays/face_921.jpg_921.npy,3
923,face_923.jpg,data/output/csv/Cropped Arrays/face_923.jpg_923.npy,0
924,face_924.jpg,data/output/csv/Cropped Arrays/face_924.jpg_924.npy,2
931,face_931.jpg,data/output/csv/Cropped Arrays/face_931.jpg_931.npy,6
935,face_935.jpg,data/output/csv/Cropped Arrays/face_935.jpg_935.npy,0
936,face_936.jpg,data/output/csv/Cropped Arrays/face_936.jpg_936.npy,6
937,face_937.jpg,data/output/csv/Cropped Arrays/face_937.jpg_937.npy,6
939,face_939.jpg,data/output/csv/Cropped Arrays/face_939.jpg_939.npy,4
942,face_942.jpg,data/output/csv/Cropped Arrays/face_942.jpg_942.npy,3
945,face_945.jpg,data/output/csv/Cropped Arrays/face_945.jpg_945.npy,6
948,face_948.jpg,data/output/csv/Cropped Arrays/face_948.jpg_948.npy,3
951,face_951.jpg,data/output/csv/Cropped Arrays/face_951.jpg_951.npy,3
970,face_970.jpg,data/output/csv/Cropped Arrays/face_970.jpg_970.npy,6
975,face_975.jpg,data/output/csv/Cropped Arrays/face_975.jpg_975.npy,6
978,face_978.jpg,data/output/csv/Cropped Arrays/face_978.jpg_978.npy,2
992,face_992.jpg,data/output/csv/Cropped Arrays/face_992.jpg_992.npy,6
994,face_994.jpg,data/output/csv/Cropped Arrays/face_994.jpg_994.npy,2
995,face_995.jpg,data/output/csv/Cropped Arrays/face_995.jpg_995.npy,3
999,face_999.jpg,data/output/csv/Cropped Arrays/face_999.jpg_999.npy,6
1000,face_1000.jpg,data/output/csv/Cropped Arrays/face_1000.jpg_1000.npy,6
1002,face_1002.jpg,data/output/csv/Cropped Arrays/face_1002.jpg_1002.npy,6
1003,face_1003.jpg,data/output/csv/Cropped Arrays/face_1003.jpg_1003.npy,4
1009,face_1009.jpg,data/output/csv/Cropped Arrays/face_1009.jpg_1009.npy,4
1017,face_1017.jpg,data/output/csv/Cropped Arrays/face_1017.jpg_1017.npy,3
1018,face_1018.jpg,data/output/csv/Cropped Arrays/face_1018.jpg_1018.npy,0
1022,face_1022.jpg,data/output/csv/Cropped Arrays/face_1022.jpg_1022.npy,4
1038,face_1038.jpg,data/output/csv/Cropped Arrays/face_1038.jpg_1038.npy,3
1039,face_1039.jpg,data/output/csv/Cropped Arrays/face_1039.jpg_1039.npy,0
1040,face_1040.jpg,data/output/csv/Cropped Arrays/face_1040.jpg_1040.npy,5
1042,face_1042.jpg,data/output/csv/Cropped Arrays/face_1042.jpg_1042.npy,5
1048,face_1048.jpg,data/output/csv/Cropped Arrays/face_1048.jpg_1048.npy,3
1049,face_1049.jpg,data/output/csv/Cropped Arrays/face_1049.jpg_1049.npy,3
1057,face_1057.jpg,data/output/csv/Cropped Arrays/face_1057.jpg_1057.npy,3
1059,face_1059.jpg,data/output/csv/Cropped Arrays/face_1059.jpg_1059.npy,5
1062,face_1062.jpg,data/output/csv/Cropped Arrays/face_1062.jpg_1062.npy,6
1067,face_1067.jpg,data/output/csv/Cropped Arrays/face_1067.jpg_1067.npy,4
1068,face_1068.jpg,data/output/csv/Cropped Arrays/face_1068.jpg_1068.npy,6
1076,face_1076.jpg,data/output/csv/Cropped Arrays/face_1076.jpg_1076.npy,3
1077,face_1077.jpg,data/output/csv/Cropped Arrays/face_1077.jpg_1077.npy,3
1081,face_1081.jpg,data/output/csv/Cropped Arrays/face_1081.jpg_1081.npy,3
1082,face_1082.jpg,data/output/csv/Cropped Arrays/face_1082.jpg_1082.npy,3
1084,face_1084.jpg,data/output/csv/Cropped Arrays/face_1084.jpg_1084.npy,5
1087,face_1087.jpg,data/output/csv/Cropped Arrays/face_1087.jpg_1087.npy,5
1088,face_1088.jpg,data/output/csv/Cropped Arrays/face_1088.jpg_1088.npy,3
1093,face_1093.jpg,data/output/csv/Cropped Arrays/face_1093.jpg_1093.npy,6
1095,face_1095.jpg,data/output/csv/Cropped Arrays/face_1095.jpg_1095.npy,3
1104,face_1104.jpg,data/output/csv/Cropped Arrays/face_1104.jpg_1104.npy,2
1106,face_1106.jpg,data/output/csv/Cropped Arrays/face_1106.jpg_1106.npy,0
1107,face_1107.jpg,data/output/csv/Cropped Arrays/face_1107.jpg_1107.npy,5
1115,face_1115.jpg,data/output/csv/Cropped Arrays/face_1115.jpg_1115.npy,1
1130,face_1130.jpg,data/output/csv/Cropped Arrays/face_1130.jpg_1130.npy,3
1131,face_1131.jpg,data/output/csv/Cropped Arrays/face_1131.jpg_1131.npy,3
1157,face_1157.jpg,data/output/csv/Cropped Arrays/face_1157.jpg_1157.npy,5
1159,face_1159.jpg,data/output/csv/Cropped Arrays/face_1159.jpg_1159.npy,3
1185,face_1185.jpg,data/output/csv/Cropped Arrays/face_1185.jpg_1185.npy,5
1189,face_1189.jpg,data/output/csv/Cropped Arrays/face_1189.jpg_1189.npy,6
1196,face_1196.jpg,data/output/csv/Cropped Arrays/face_1196.jpg_1196.npy,3
1198,face_1198.jpg,data/output/csv/Cropped Arrays/face_1198.jpg_1198.npy,4
1199,face_1199.jpg,data/output/csv/Cropped Arrays/face_1199.jpg_1199.npy,6
1200,face_1200.jpg,data/output/csv/Cropped Arrays/face_1200.jpg_1200.npy,0
1204,face_1204.jpg,data/output/csv/Cropped Arrays/face_1204.jpg_1204.npy,0
1206,face_1206.jpg,data/output/csv/Cropped Arrays/face_1206.jpg_1206.npy,6
1209,face_1209.jpg,data/output/csv/Cropped Arrays/face_1209.jpg_1209.npy,3
1211,face_1211.jpg,data/output/csv/Cropped Arrays/face_1211.jpg_1211.npy,0
1212,face_1212.jpg,data/output/csv/Cropped Arrays/face_1212.jpg_1212.npy,3
1213,face_1213.jpg,data/output/csv/Cropped Arrays/face_1213.jpg_1213.npy,0
1221,face_1221.jpg,data/output/csv/Cropped Arrays/face_1221.jpg_1221.npy,0
1222,face_1222.jpg,data/output/csv/Cropped Arrays/face_1222.jpg_1222.npy,6
1227,face_1227.jpg,data/output/csv/Cropped Arrays/face_1227.jpg_1227.npy,6
1233,face_1233.jpg,data/output/csv/Cropped Arrays/face_1233.jpg_1233.npy,0
1237,face_1237.jpg,data/output/csv/Cropped Arrays/face_1237.jpg_1237.npy,3
1240,face_1240.jpg,data/output/csv/Cropped Arrays/face_1240.jpg_1240.npy,2
1241,face_1241.jpg,data/output/csv/Cropped Arrays/face_1241.jpg_1241.npy,3
1245,face_1245.jpg,data/output/csv/Cropped Arrays/face_1245.jpg_1245.npy,6
1248,face_1248.jpg,data/output/csv/Cropped Arrays/face_1248.jpg_1248.npy,6
1251,face_1251.jpg,data/output/csv/Cropped Arrays/face_1251.jpg_1251.npy,6
1253,face_1253.jpg,data/output/csv/Cropped Arrays/face_1253.jpg_1253.npy,2
1264,face_1264.jpg,data/output/csv/Cropped Arrays/face_1264.jpg_1264.npy,4
1265,face_1265.jpg,data/output/csv/Cropped Arrays/face_1265.jpg_1265.npy,1
1268,face_1268.jpg,data/output/csv/Cropped Arrays/face_1268.jpg_1268.npy,0
1269,face_1269.jpg,data/output/csv/Cropped Arrays/face_1269.jpg_1269.npy,3
1271,face_1271.jpg,data/output/csv/Cropped Arrays/face_1271.jpg_1271.npy,6
1278,face_1278.jpg,data/output/csv/Cropped Arrays/face_1278.jpg_1278.npy,5
1280,face_1280.jpg,data/output/csv/Cropped Arrays/face_1280.jpg_1280.npy,6
1281,face_1281.jpg,data/output/csv/Cropped Arrays/face_1281.jpg_1281.npy,4
1288,face_1288.jpg,data/output/csv/Cropped Arrays/face_1288.jpg_1288.npy,3
1289,face_1289.jpg,data/output/csv/Cropped Arrays/face_1289.jpg_1289.npy,5
1298,face_1298.jpg,data/output/csv/Cropped Arrays/face_1298.jpg_1298.npy,4
1299,face_1299.jpg,data/output/csv/Cropped Arrays/face_1299.jpg_1299.npy,0
1305,face_1305.jpg,data/output/csv/Cropped Arrays/face_1305.jpg_1305.npy,2
1316,face_1316.jpg,data/output/csv/Cropped Arrays/face_1316.jpg_1316.npy,3
1321,face_1321.jpg,data/output/csv/Cropped Arrays/face_1321.jpg_1321.npy,2
1325,face_1325.jpg,data/output/csv/Cropped Arrays/face_1325.jpg_1325.npy,2
1326,face_1326.jpg,data/output/csv/Cropped Arrays/face_1326.jpg_1326.npy,3
1329,face_1329.jpg,data/output/csv/Cropped Arrays/face_1329.jpg_1329.npy,4
1330,face_1330.jpg,data/output/csv/Cropped Arrays/face_1330.jpg_1330.npy,3
1336,face_1336.jpg,data/output/csv/Cropped Arrays/face_1336.jpg_1336.npy,6
1344,face_1344.jpg,data/output/csv/Cropped Arrays/face_1344.jpg_1344.npy,6
1345,face_1345.jpg,data/output/csv/Cropped Arrays/face_1345.jpg_1345.npy,2
1349,face_1349.jpg,data/output/csv/Cropped Arrays/face_1349.jpg_1349.npy,0
1370,face_1370.jpg,data/output/csv/Cropped Arrays/face_1370.jpg_1370.npy,0
1375,face_1375.jpg,data/output/csv/Cropped Arrays/face_1375.jpg_1375.npy,0
1379,face_1379.jpg,data/output/csv/Cropped Arrays/face_1379.jpg_1379.npy,5
1392,face_1392.jpg,data/output/csv/Cropped Arrays/face_1392.jpg_1392.npy,0
1401,face_1401.jpg,data/output/csv/Cropped Arrays/face_1401.jpg_1401.npy,2
1406,face_1406.jpg,data/output/csv/Cropped Arrays/face_1406.jpg_1406.npy,3
1407,face_1407.jpg,data/output/csv/Cropped Arrays/face_1407.jpg_1407.npy,6
1411,face_1411.jpg,data/output/csv/Cropped Arrays/face_1411.jpg_1411.npy,6
1419,face_1419.jpg,data/output/csv/Cropped Arrays/face_1419.jpg_1419.npy,3
1427,face_1427.jpg,data/output/csv/Cropped Arrays/face_1427.jpg_1427.npy,6
1428,face_1428.jpg,data/output/csv/Cropped Arrays/face_1428.jpg_1428.npy,3
1430,face_1430.jpg,data/output/csv/Cropped Arrays/face_1430.jpg_1430.npy,5
1432,face_1432.jpg,data/output/csv/Cropped Arrays/face_1432.jpg_1432.npy,3
1434,face_1434.jpg,data/output/csv/Cropped Arrays/face_1434.jpg_1434.npy,6
1435,face_1435.jpg,data/output/csv/Cropped Arrays/face_1435.jpg_1435.npy,3
1438,face_1438.jpg,data/output/csv/Cropped Arrays/face_1438.jpg_1438.npy,0
1449,face_1449.jpg,data/output/csv/Cropped Arrays/face_1449.jpg_1449.npy,5
1454,face_1454.jpg,data/output/csv/Cropped Arrays/face_1454.jpg_1454.npy,3
1459,face_1459.jpg,data/output/csv/Cropped Arrays/face_1459.jpg_1459.npy,3
1462,face_1462.jpg,data/output/csv/Cropped Arrays/face_1462.jpg_1462.npy,0
1463,face_1463.jpg,data/output/csv/Cropped Arrays/face_1463.jpg_1463.npy,4
1475,face_1475.jpg,data/output/csv/Cropped Arrays/face_1475.jpg_1475.npy,3
1476,face_1476.jpg,data/output/csv/Cropped Arrays/face_1476.jpg_1476.npy,3
1481,face_1481.jpg,data/output/csv/Cropped Arrays/face_1481.jpg_1481.npy,4
1483,face_1483.jpg,data/output/csv/Cropped Arrays/face_1483.jpg_1483.npy,0
1485,face_1485.jpg,data/output/csv/Cropped Arrays/face_1485.jpg_1485.npy,2
1493,face_1493.jpg,data/output/csv/Cropped Arrays/face_1493.jpg_1493.npy,6
1507,face_1507.jpg,data/output/csv/Cropped Arrays/face_1507.jpg_1507.npy,3
1508,face_1508.jpg,data/output/csv/Cropped Arrays/face_1508.jpg_1508.npy,0
1512,face_1512.jpg,data/output/csv/Cropped Arrays/face_1512.jpg_1512.npy,3
1513,face_1513.jpg,data/output/csv/Cropped Arrays/face_1513.jpg_1513.npy,0
1514,face_1514.jpg,data/output/csv/Cropped Arrays/face_1514.jpg_1514.npy,5
1516,face_1516.jpg,data/output/csv/Cropped Arrays/face_1516.jpg_1516.npy,3
1519,face_1519.jpg,data/output/csv/Cropped Arrays/face_1519.jpg_1519.npy,6
1527,face_1527.jpg,data/output/csv/Cropped Arrays/face_1527.jpg_1527.npy,3
1528,face_1528.jpg,data/output/csv/Cropped Arrays/face_1528.jpg_1528.npy,5
1538,face_1538.jpg,data/output/csv/Cropped Arrays/face_1538.jpg_1538.npy,3
1540,face_1540.jpg,data/output/csv/Cropped Arrays/face_1540.jpg_1540.npy,3
1543,face_1543.jpg,data/output/csv/Cropped Arrays/face_1543.jpg_1543.npy,3
1545,face_1545.jpg,data/output/csv/Cropped Arrays/face_1545.jpg_1545.npy,3
1550,face_1550.jpg,data/output/csv/Cropped Arrays/face_1550.jpg_1550.npy,3
1552,face_1552.jpg,data/output/csv/Cropped Arrays/face_1552.jpg_1552.npy,5
1555,face_1555.jpg,data/output/csv/Cropped Arrays/face_1555.jpg_1555.npy,0
1558,face_1558.jpg,data/output/csv/Cropped Arrays/face_1558.jpg_1558.npy,0
1569,face_1569.jpg,data/output/csv/Cropped Arrays/face_1569.jpg_1569.npy,6
1582,face_1582.jpg,data/output/csv/Cropped Arrays/face_1582.jpg_1582.npy,0
1585,face_1585.jpg,data/output/csv/Cropped Arrays/face_1585.jpg_1585.npy,3
1593,face_1593.jpg,data/output/csv/Cropped Arrays/face_1593.jpg_1593.npy,0
1604,face_1604.jpg,data/output/csv/Cropped Arrays/face_1604.jpg_1604.npy,4
1624,face_1624.jpg,data/output/csv/Cropped Arrays/face_1624.jpg_1624.npy,2
